cg00000734,CNBP
cg06514727,PTPRC
cg06515159,OLIG2
cg06516124,WT1
cg06516865,ETV6
cg06517940,LCK
cg06518884,ETV5
cg06520450,TP63
cg06521247,PRDM16
cg06521472,CBFA2T3
cg06523891,ARNT
cg06524213,DDR2
cg06525280,ATIC
cg06526522,PRDM16
cg06528823,KIF5B
cg06529080,CUX1
cg06530270,CANT1
cg06531176,TERT
cg06536750,CAMTA1
cg06539449,CCND1
cg06544464,PDGFB
cg06545019,KLF4
cg06547766,LPP
cg06548617,BCOR
cg06550018,PDGFRB
cg06550420,PTPRC
cg06551025,BTG1
cg06551490,ZNF331
cg06559368,RET
cg06559878,ITK
cg06560300,TERT
cg06560379,NFKBIE
cg06560836,NF1
cg06560887,LMO2
cg06561666,ETV1
cg06569421,CUX1
cg06571993,TRRAP
cg06573644,PPARG
cg06576318,NDRG1
cg06585203,EZR
cg06585907,CIITA
cg06587521,LRIG3
cg06588284,CREB3L1
cg06589961,CARD11
cg06590173,TPM4
cg06590610,IKZF1
cg06592006,NOTCH1
cg06592160,FOXO1
cg06592860,CBFA2T3
cg06594008,MKL1
cg06597239,TCF3
cg06600118,TRIM27
cg06606213,HOXA13
cg06606548,MAP3K13
cg06611115,ESR1
cg06611768,ALK
cg06614044,SETBP1
cg06614534,CREBBP
cg06614951,PRKACA
cg06617456,PREX2
cg06617975,PRDM16
cg06626126,MECOM
cg06629086,CHD4
cg06629337,CREB1
cg06630413,HOXC11
cg06632098,RET
cg06632353,MTOR
cg06632603,MTOR
cg06633438,MLLT1
cg06634471,ARID1B
cg06636172,FOXO3
cg06636316,CCNE1
cg06636527,PDE4DIP
cg06638012,AFF4
cg06638827,LRIG3
cg06640020,MLLT4
cg06640206,MITF
cg06643466,CARD11
cg06645975,LPP
cg06650216,TRIM24
cg06651180,CUX1
cg06655414,JAK3
cg06657142,FGFR2
cg06657217,NFATC2
cg06657944,TBL1XR1
cg06659980,PRDM16
cg06665913,ZBTB16
cg06665984,TRIP11
cg06671087,PAX5
cg06671450,PAX5
cg06674436,TERT
cg06679534,CXCR4
cg06682402,NCOA4
cg06684503,MLLT6
cg06686229,CUX1
cg06688763,CDK6
cg06689961,CDKN1B
cg06690760,FOXP1
cg06691214,CREB1
cg06691963,FOXP1
cg06692957,GNAQ
cg06694299,WWTR1
cg06694331,CBLC
cg06695338,FAT1
cg06703375,PRDM16
cg06703856,AFF4
cg06707718,FAM46C
cg06708720,ERC1
cg06708937,HOXC11
cg06712362,CAMTA1
cg06712651,HMGA2
cg06714981,SND1
cg06716182,MAML2
cg06716922,CREBBP
cg06720722,TP63
cg06721601,CUX1
cg06722144,GATA2
cg06724409,KLF6
cg06724693,PRDM16
cg06726374,PTPRK
cg06728055,WWTR1
cg06728077,IKZF1
cg06729676,NF1
cg06735111,ETV1
cg06737981,BCR
cg06738063,MLLT4
cg06739107,LPP
cg06739523,BCL9
cg06741896,CCND1
cg06742891,CIC
cg06744003,RPL22
cg06746009,CUX1
cg06746318,CUX1
cg06747543,ELL
cg06748955,PRDM16
cg06748978,DNMT3A
cg06749480,PBX1
cg06750227,SF3B1
cg06750897,PBX1
cg06751007,RNF213
cg06751603,SMARCA4
cg06758350,RUNX1
cg06758670,GRIN2A
cg06759559,CAMTA1
cg06760068,CAMTA1
cg06760571,SF3B1
cg06763375,CBFA2T3
cg06765172,MYH9
cg06766367,CBFB
cg06767612,ARHGEF12
cg06767766,TET1
cg06768393,SND1
cg06771256,CBFA2T3
cg06773295,PRDM16
cg06779606,CARD11
cg06779945,TNFAIP3
cg06780875,MET
cg06783429,SND1
cg06784602,TGFBR2
cg06785293,ARID1B
cg06787431,ETV5
cg06789383,PRDM1
cg06789445,MITF
cg06789545,CAMTA1
cg06791446,FGFR2
cg06795971,TET2
cg06796779,GATA2
cg06798479,HSP90AA1
cg06799250,RBM15
cg06800235,CAMTA1
cg06801028,NCOA4
cg06803995,MKL1
cg06805873,MALT1
cg06812225,MDM4
cg06813597,SPEN
cg06814194,PRDM16
cg06815308,PRDM16
cg06816161,EZH2
cg06816875,CAMTA1
cg06817802,TERT
cg06821871,CBFA2T3
cg06823965,CUX1
cg06824308,PRDM16
cg06824423,ARID1B
cg06824980,BCL6
cg06829391,GRIN2A
cg06829695,CTCF
cg06830167,CAMTA1
cg06830441,CARD11
cg06832359,SLC45A3
cg06832898,CBFA2T3
cg06834240,MAF
cg06837842,ABI1
cg06839398,BCOR
cg06844545,QKI
cg06844932,USP8
cg06846320,SMAD3
cg06846884,DDX10
cg06846976,TSC2
cg06849795,BCL9
cg06851240,PDE4DIP
cg06851900,ATP1A1
cg06855497,ZNF331
cg06856329,FOXP1
cg06858172,JAK2
cg06859463,CREB3L1
cg06860721,NCOA4
cg06860848,ZNF331
cg06861892,RET
cg06862673,CDK12
cg06862831,RUNX1
cg06866237,CUX1
cg06867775,AFF3
cg06868382,AFF3
cg06871213,CIITA
cg06872172,PRCC
cg06873218,PDGFB
cg06874985,KRAS
cg06875131,AXIN2
cg06875305,CDH1
cg06877198,KDM6A
cg06877224,NFATC2
cg06877423,ESR1
cg06880615,GRIN2A
cg06880857,DICER1
cg06881186,BCL2
cg06881580,MAF
cg06881647,NCOR2
cg06883949,FGFR3
cg06884875,CREB3L1
cg06886059,DDX10
cg06886857,CALR
cg06887414,RPN1
cg06891455,KRAS
cg06895316,AKT1
cg06896044,TRAF7
cg06903658,SND1
cg06904408,TERT
cg06905692,ALK
cg06905823,PDGFB
cg06907069,ACVR2A
cg06907842,SETBP1
cg06909228,DCTN1
cg06909503,PBX1
cg06909547,STK11
cg06911149,KEAP1
cg06911744,PRDM16
cg06912939,SMO
cg06913958,BCL10
cg06914817,TCF3
cg06914949,ATP1A1
cg06920740,HRAS
cg06921259,FUS
cg06922606,GRIN2A
cg06926782,NRG1
cg06934468,AKT1
cg06935052,SMARCB1
cg06935361,BRCA2
cg06942010,NCOR2
cg06942978,TERT
cg06943371,PRKAR1A
cg06943437,MSN
cg06944235,NUP214
cg06948553,BCOR
cg06949081,CDKN2C
cg06950683,CBFA2T3
cg06950873,NPM1
cg06951646,TRRAP
cg06955484,TAL1
cg06955924,NF2
cg06959205,CBFA2T3
cg06960024,ABI1
cg06964954,MAP2K4
cg06966839,MSI2
cg06967118,FOXO3
cg06967124,FLT4
cg06969265,H3F3B
cg06970451,PRDM16
cg06970772,PRDM16
cg06976533,PRDM16
cg06978336,CBFA2T3
cg06980252,CREB3L2
cg06982885,CBFA2T3
cg06985664,MET
cg06987504,EIF3E
cg06991955,TSC2
cg07003745,APC
cg07005580,ZFHX3
cg07007530,MKL1
cg07008193,CREB3L1
cg07008478,CAMTA1
cg07013994,CDKN2C
cg07015183,CRTC1
cg07015195,RSPO2
cg07015525,SETBP1
cg07015629,ERBB4
cg07015803,BCL11B
cg07017374,FLT3
cg07017800,MAP2K1
cg07018071,JUN
cg07019303,ETV6
cg07020398,NCOA2
cg07020987,TSC2
cg07025989,BCL11B
cg07026599,MAF
cg07027457,CBFA2T3
cg07029287,PRDM16
cg07029998,MTOR
cg07035173,HOXC11
cg07039975,DCTN1
cg07041723,ABI1
cg07045460,PRDM16
cg07046007,TCF12
cg07047601,LZTR1
cg07049421,GAS7
cg07051796,ZFHX3
cg07052387,HIF1A
cg07054247,EZR
cg07054526,BRCA1
cg07054788,RPL5
cg07056645,MLLT1
cg07057235,CBFA2T3
cg07057687,TRAF7
cg07059469,ESR1
cg07060572,MAML2
cg07062338,FGFR2
cg07062933,NDRG1
cg07063572,PML
cg07065256,HNF1A
cg07066369,CCND2
cg07066860,ETV6
cg07068870,RSPO2
cg07069844,TCF3
cg07072463,FLT4
cg07073662,TSC2
cg07079833,WHSC1L1
cg07081569,CANT1
cg07083464,HOXA13
cg07086295,PTPRT
cg07086455,HSP90AA1
cg07087686,TAL1
cg07090356,SS18
cg07090758,MYH11
cg07091355,LMO2
cg07091593,BCL6
cg07092057,DDIT3
cg07093539,ASPSCR1
cg07096038,BCOR
cg07098391,KDR
cg07098566,DAXX
cg07099107,CDKN2C
cg07099245,BCOR
cg07099388,ARHGEF12
cg07100658,MYO5A
cg07101029,TSC2
cg07103517,IKZF1
cg07104895,ASPSCR1
cg07105596,GNAS
cg07106138,CASC5
cg07107055,ARID1B
cg07109046,FOXO1
cg07109490,PRDM16
cg07110488,SMAD3
cg07111678,BCL2
cg07112531,CCND3
cg07112867,PRDM16
cg07114770,PDE4DIP
cg07115542,NKX2-1
cg07115761,AXIN1
cg07115975,PTCH1
cg07120544,RUNX1T1
cg07120806,WHSC1
cg07123069,HOXC11
cg07124520,LRIG3
cg07128799,TCF7L2
cg07129696,IDH1
cg07130494,PTPRK
cg07132449,TP63
cg07132633,LMO2
cg07132710,GATA2
cg07134316,NAB2
cg07135614,FOXL2
cg07136641,PLAG1
cg07139363,ARID1B
cg07149785,CCND1
cg07150430,DNMT3A
cg07152120,SND1
cg07152605,PBX1
cg07156814,KIT
cg07158153,BCORL1
cg07158701,STAT3
cg07159758,MSI2
cg07160163,SYK
cg07160992,AKT1
cg07161625,CBFA2T3
cg07162905,TRIM27
cg07163603,HLA-A
cg07167168,PTPRT
cg07167981,KDM6A
cg07168148,EIF3E
cg07168837,PRDM16
cg07168930,TCF7L2
cg07172339,ABL2
cg07173049,CAMTA1
cg07175883,HOXD13
cg07180252,ARHGAP26
cg07180355,SPEN
cg07181862,CCND2
cg07183316,KDSR
cg07185068,CACNA1D
cg07185854,CDH11
cg07189962,ESR1
cg07191030,CARD11
cg07191189,STRN
cg07192821,B2M
cg07193173,ZFHX3
cg07194295,PML
cg07195926,GATA2
cg07196133,LPP
cg07196216,CBFA2T3
cg07197515,AKT1
cg07199524,CRTC3
cg07201215,RUNX1
cg07202430,SH2B3
cg07203886,ZFHX3
cg07204893,SF3B1
cg07208333,PIK3R1
cg07209071,PRDM16
cg07210490,SMARCD1
cg07211140,WT1
cg07211259,PDCD1LG2
cg07211516,HIP1
cg07212702,ARID1B
cg07212761,PRDM16
cg07213036,CDX2
cg07213145,ZFHX3
cg07213487,TRRAP
cg07214270,NRG1
cg07220488,CANT1
cg07220821,NOTCH1
cg07221967,PAX7
cg07222943,CARD11
cg07231544,MITF
cg07232241,NF2
cg07241090,NCOR2
cg07242563,MAF
cg07243576,CBFA2T3
cg07249730,MSI2
cg07250222,FGFR2
cg07251788,CLTCL1
cg07252257,HSP90AB1
cg07252731,NTRK3
cg07256113,EBF1
cg07257042,STAT5B
cg07260273,BCL7A
cg07260820,BCR
cg07261940,ASPSCR1
cg07263393,GATA2
cg07263853,FLT4
cg07266412,CUX1
cg07266431,CDK6
cg07271264,MYOD1
cg07276338,TCF12
cg07278006,PTPN11
cg07278181,FOXP1
cg07279933,RSPO3
cg07283152,LMO1
cg07284407,GNAS
cg07285167,CSF3R
cg07285213,TERT
cg07285675,TGFBR2
cg07286681,NSD1
cg07287258,FGFR1OP
cg07294323,ZFHX3
cg07295918,CCND1
cg07297582,MLF1
cg07297830,CCND2
cg07297964,RB1
cg07300976,TRIM27
cg07304760,SND1
cg07304943,TRIM27
cg07306676,POLE
cg07309102,KLF4
cg07311313,CDX2
cg07311521,EGFR
cg07312556,CCDC6
cg07313589,PRCC
cg07316978,ARID1B
cg07317047,MITF
cg07318808,TCF3
cg07320819,RB1
cg07323919,ETV1
cg07324172,FBXW7
cg07333046,NCOA4
cg07341934,GNAS
cg07343607,FGFR1
cg07344086,FGFR2
cg07344096,CAMTA1
cg07344609,NSD1
cg07345240,EP300
cg07345510,PML
cg07345710,PRDM16
cg07345734,NKX2-1
cg07348768,PRDM16
cg07349094,AFF3
cg07351758,FHIT
cg07353489,PBX1
cg07360076,FGFR3
cg07363239,MYB
cg07364162,PRDM16
cg07364396,CAMTA1
cg07367222,PRDM16
cg07368857,FOXP1
cg07370959,CDKN2C
cg07371747,CIITA
cg07376381,LCK
cg07377994,MSI2
cg07378762,MECOM
cg07379601,PIK3CA
cg07380026,TERT
cg07381549,MAP2K2
cg07382687,CREB3L2
cg07382752,TLX3
cg07390122,RSPO2
cg07395439,ZFHX3
cg07398105,PAX7
cg07398954,NCOR2
cg07399355,MUC1
cg07399816,SND1
cg07402310,STAT5B
cg07403865,BCL6
cg07405255,AXIN1
cg07409602,ARID1B
cg07410075,CCDC6
cg07413147,PAX5
cg07413467,CDK6
cg07416656,TLX1
cg07418114,NTRK1
cg07424342,CBFA2T3
cg07424785,PRDM16
cg07425204,PRKAR1A
cg07427605,ZFHX3
cg07434438,ZFHX3
cg07440398,BCL11B
cg07442476,TBL1XR1
cg07443217,ALK
cg07445246,TCL1A
cg07450671,FLT4
cg07453451,JAK1
cg07454355,PPM1D
cg07455133,ESR1
cg07455468,CIC
cg07459266,RNF213
cg07461795,BRD4
cg07462808,MYH9
cg07464477,ZFHX3
cg07469637,CDK6
cg07469838,BCL11A
cg07471256,MAML2
cg07474022,SRC
cg07474670,NCOR2
cg07475026,FOXP1
cg07477034,HLF
cg07477160,NDRG1
cg07479843,PRDM16
cg07482957,SUZ12
cg07483266,CBFA2T3
cg07483523,DNAJB1
cg07486669,FLI1
cg07498778,FGFR1
cg07499607,MITF
cg07503593,CIITA
cg07504616,MAF
cg07505159,SETBP1
cg07507801,TERT
cg07515865,NIN
cg07516697,FOXP1
cg07516978,GNAS
cg07518362,NOTCH2
cg07526221,ACVR2A
cg07528974,PML
cg07534194,PRDM16
cg07534554,POU2AF1
cg07536072,STK11
cg07536847,PAX7
cg07536926,ERBB4
cg07538339,RUNX1T1
cg07542594,TFG
cg07548925,RARA
cg07550819,ERC1
cg07550869,PRDM16
cg07552868,PDE4DIP
cg07555397,SND1
cg07556134,PPARG
cg07558833,AXIN1
cg07561017,COL2A1
cg07561162,GRIN2A
cg07562120,TCF3
cg07562742,FBXW7
cg07563944,CBFA2T3
cg07565472,FEV
cg07566169,HOXD11
cg07568313,NOTCH2
cg07569264,CBFA2T3
cg07571745,LCK
cg07574896,IRF4
cg07576222,SMAD3
cg07576714,PRDM16
cg07577837,ARID1B
cg07578695,SLC34A2
cg07580479,FOXO3
cg07583490,BRD4
cg07584093,ESR1
cg07585513,ERBB4
cg07588141,CBLB
cg07588964,NCOA4
cg07589773,IKZF1
cg07590493,FUS
cg07591090,TCF7L2
cg07592085,MKL1
cg07592976,PER1
cg07594031,ELK4
cg07597386,PRDM16
cg07599366,CBFA2T3
cg07601068,BCOR
cg07601542,OLIG2
cg07603056,STIL
cg07604043,ACSL3
cg07604251,PPM1D
cg07605269,CAMTA1
cg07607074,DAXX
cg07607126,EBF1
cg07613391,TGFBR2
cg07614018,CRTC1
cg07615875,CUX1
cg07618175,QKI
cg07618409,MSI2
cg07618462,ARHGAP26
cg07618675,CREBBP
cg07618979,NFATC2
cg07619683,ESR1
cg07621224,IKZF1
cg07622451,PRDM16
cg07625774,CBFA2T3
cg07630078,CBFA2T3
cg07630238,AFF1
cg07631119,SND1
cg07631435,ZBTB16
cg07633506,JAK3
cg07638450,CUX1
cg07639900,KLF6
cg07640390,SH2B3
cg07640666,IDH1
cg07642043,GRIN2A
cg07644184,FOXP1
cg07650504,COL2A1
cg07650640,BCOR
cg07652213,MSH6
cg07658207,NOTCH1
cg07660663,RAD21
cg07661636,APC
cg07663571,CCND1
cg07667790,ZFHX3
cg07669489,TET1
cg07671949,ESR1
cg07672411,UBR5
cg07673133,ZBTB16
cg07674153,TSHR
cg07674277,CBFA2T3
cg07675477,BCL11B
cg07675656,TSC2
cg07676920,PPARG
cg07680129,FGFR3
cg07682600,FLT4
cg07688057,BCOR
cg07688262,NOTCH1
cg07689821,DAXX
cg07692853,KRAS
cg07694985,AFF3
cg07695181,PRDM1
cg07695362,KEAP1
cg07696514,IKBKB
cg07696592,FOXP1
cg07697238,HOXC11
cg07698901,PDGFRA
cg07700369,CREB3L1
cg07702311,FLI1
cg07703701,PDE4DIP
cg07705912,TPM3
cg07706053,PAX7
cg07706758,TSC2
cg07708937,DDIT3
cg07712243,MLLT1
cg07713495,MAP2K2
cg07716052,WT1
cg07718463,CCNE1
cg07718650,FES
cg07720334,DNMT3A
cg07726222,TSC2
cg07727295,ELL
cg07728250,MSI2
cg07728485,TERT
cg07730183,TSC2
cg07730924,EBF1
cg07731025,SH3GL1
cg07732472,BRD4
cg07733576,BCL6
cg07736922,STAT3
cg07738800,TSC1
cg07739604,NCOR2
cg07740914,NCOA4
cg07745886,IKBKB
cg07746998,ESR1
cg07749147,RPL10
cg07751463,SDHA
cg07751698,MECOM
cg07754880,TSC2
cg07757460,SETD2
cg07762788,CDH1
cg07763649,KLK2
cg07764473,BCOR
cg07764829,POU5F1
cg07768107,RHOH
cg07778029,HOXA9
cg07780118,AR
cg07780199,CRTC1
cg07780602,TET2
cg07780782,STAT3
cg07781399,CCND1
cg07781701,CBLB
cg07781988,AFF1
cg07784293,WWTR1
cg07784959,CXCR4
cg07786668,ZFHX3
cg07787771,SUFU
cg07791076,TCF3
cg07791404,TRIM27
cg07795168,FLT4
cg07797660,PRDM16
cg07798602,JAK1
cg07800890,CUX1
cg07800907,NCOR2
cg07802350,HOXD13
cg07803284,ETV5
cg07809981,AXIN1
cg07810366,AFF3
cg07810726,EBF1
cg07810733,HMGA2
cg07810884,TPM4
cg07811212,LRP1B
cg07813370,DNAJB1
cg07813377,ERC1
cg07813851,CAMTA1
cg07816873,ERC1
cg07817739,IRF4
cg07817810,SETD2
cg07820359,PIM1
cg07821676,NCOR2
cg07824914,GNAS
cg07825347,RET
cg07830226,NF2
cg07830557,SH3GL1
cg07832245,PRDM16
cg07833472,CBFA2T3
cg07835154,NCOR2
cg07841173,GATA2
cg07843733,BRAF
cg07849052,IKZF1
cg07849302,TCF7L2
cg07849904,MN1
cg07851008,RANBP2
cg07858905,IKZF1
cg07861463,TCF7L2
cg07862736,WHSC1L1
cg07862977,FGFR1
cg07863043,APC
cg07865091,MPL
cg07866476,CBFB
cg07870252,GNA11
cg07870982,MAF
cg07871302,ALK
cg07871324,MYC
cg07876903,CALR
cg07880715,RB1
cg07882171,SDC4
cg07882838,SMAD3
cg07883600,CACNA1D
cg07883762,TBL1XR1
cg07884487,MITF
cg07889938,AFF1
cg07890839,SMAD3
cg07892422,HOXC13
cg07893544,KDR
cg07893801,PLCG1
cg07895576,PPARG
cg07898582,CARD11
cg07898764,CUX1
cg07901411,EPAS1
cg07902789,PRDM16
cg07905975,DAXX
cg07906625,PDE4DIP
cg07907386,PHOX2B
cg07908422,CDKN2C
cg07909402,GNAS
cg07911171,CAMTA1
cg07912766,SMAD2
cg07915434,TLX1
cg07915516,AXIN1
cg07915542,IDH1
cg07916323,CALR
cg07917842,NF1
cg07918846,KRAS
cg07921777,CBFB
cg07922619,PRDM16
cg07922924,MTOR
cg07926491,STAT6
cg07927488,PTPRK
cg07928105,HIP1
cg07928378,NCOR2
cg07940072,FOXA1
cg07944862,RARA
cg07947016,KLK2
cg07951949,CDH11
cg07952047,ZNF331
cg07952182,DDR2
cg07954864,SH2B3
cg07956247,PRDM16
cg07957294,PRRX1
cg07961283,RUNX1
cg07961634,TSHR
cg07963363,RUNX1T1
cg07963760,NOTCH2
cg07965326,ARID1B
cg07967207,RABEP1
cg07967402,CTCF
cg07968091,NCOR2
cg07969095,ACVR2A
cg07973967,CD79B
cg07974025,PRDM16
cg07975573,CBFA2T3
cg07976976,CDH11
cg07977713,MPL
cg07980324,QKI
cg07981845,NFKB2
cg07984133,CDX2
cg07986378,ETV6
cg07988171,TPM4
cg07989490,GATA3
cg07990736,PAX5
cg07991675,MYH9
cg07996255,ZFHX3
cg07999015,JAK2
cg07999415,NUMA1
cg08001123,GRIN2A
cg08001899,SPOP
cg08004073,MECOM
cg08005093,AXIN2
cg08005460,RARA
cg08006166,TBL1XR1
cg08007925,PRDM16
cg08012454,KIF5B
cg08026618,LRP1B
cg08028004,RANBP2
cg08028452,CACNA1D
cg08032135,NRG1
cg08033730,CAMTA1
cg08034663,NCOR2
cg08034916,PRDM16
cg08035241,LMO1
cg08038033,FOXP1
cg08038052,PDGFRA
cg08039587,HLA-A
cg08040824,TP63
cg08041469,HIST1H3B
cg08042258,NR4A3
cg08042975,ERBB4
cg08043994,TSC2
cg08044694,BRD4
cg08047086,CBFA2T3
cg08051386,CDH1
cg08051625,CREBBP
cg08053935,TFEB
cg08055131,FLT3
cg08056903,GPHN
cg08059361,RNF213
cg08059778,BCORL1
cg08061797,CARD11
cg08062484,PHOX2B
cg08063601,AR
cg08064683,FAT1
cg08064997,ETV6
cg08066123,PML
cg08069899,CCND2
cg08070200,FAT1
cg08072980,IKZF1
cg08072992,PRKACA
cg08079518,H3F3B
cg08080174,ZFHX3
cg08080735,FOXP1
cg08081390,FUS
cg08084454,TBL1XR1
cg08088171,CANT1
cg08091666,ASPSCR1
cg08092680,TCL1A
cg08096168,CCDC6
cg08100122,FAT1
cg08101172,PSIP1
cg08102611,GAS7
cg08104492,SND1
cg08105294,TRRAP
cg08107735,RPL22
cg08108155,NF2
cg08110058,PRDM16
cg08110076,CDH11
cg08116711,CUX1
cg08117032,FGFR1
cg08118967,BCL11B
cg08120210,MAP2K1
cg08122544,DNAJB1
cg08122789,H3F3B
cg08122807,NRG1
cg08122953,CBFA2T3
cg08124634,NIN
cg08125020,TRIM27
cg08126203,PAX7
cg08128148,TCF12
cg08128577,IL21R
cg08128925,SMARCA4
cg08129129,BCL11B
cg08129914,PAX7
cg08130179,JAK3
cg08130682,STAG2
cg08133919,MYO5A
cg08134324,AXIN1
cg08134417,LMO2
cg08135718,CUX1
cg08136110,FLI1
cg08141395,MAML2
cg08141873,HRAS
cg08141928,HIF1A
cg08143046,NCOR2
cg08145949,FGFR3
cg08147886,ACSL3
cg08149078,RPN1
cg08149581,NCOR2
cg08151828,SMARCA4
cg08156775,BCOR
cg08156867,CREBBP
cg08157964,BRCA2
cg08158324,LPP
cg08160128,PRDM16
cg08161449,MAP2K1
cg08161546,ESR1
cg08162327,PDGFB
cg08162335,FAM46C
cg08164371,PAX7
cg08167846,WHSC1L1
cg08169901,QKI
cg08170622,CCND1
cg08170679,ZFHX3
cg08170745,CDK12
cg08171206,PAX7
cg08173709,FOXP1
cg08177746,SUZ12
cg08186575,SH3GL1
cg08188779,B2M
cg08189198,NIN
cg08192337,NCOR2
cg08193369,BRCA2
cg08193714,FAT1
cg08195505,ETV5
cg08195983,FHIT
cg08197201,ERC1
cg08197287,AFF1
cg08197880,WHSC1
cg08204159,CNOT3
cg08204867,GRIN2A
cg08210429,TERT
cg08210506,TSHR
cg08211120,CREBBP
cg08212266,CUX1
cg08214245,MYH11
cg08215925,FOXP1
cg08217589,ASXL1
cg08219923,SMARCB1
cg08223003,NDRG1
cg08223225,FHIT
cg08223235,BCL2
cg08227385,CCND3
cg08228724,FUBP1
cg08229905,CBFA2T3
cg08234927,NFKB2
cg08235970,PAX7
cg08239177,HEY1
cg08242636,CBFB
cg08242820,DDX3X
cg08247866,PRDM16
cg08248705,MTOR
cg08249385,TSC2
cg08250918,IKZF1
cg08252585,NCOA1
cg08255187,PDGFB
cg08256018,STK11
cg08261094,SFRP4
cg08262220,PRDM16
cg08266202,PRDM16
cg08267588,BCR
cg08268892,ARID1B
cg08275306,RET
cg08276542,U2AF1
cg08276543,NCOR2
cg08277729,AFF3
cg08279189,TRIM27
cg08282819,IL21R
cg08285180,ERC1
cg08288016,FAT1
cg08295072,TERT
cg08300346,ZBTB16
cg08300570,CDK6
cg08302209,TRIP11
cg08302325,PRDM1
cg08308556,ARID1B
cg08311321,ASPSCR1
cg08311343,CDK6
cg08315174,NKX2-1
cg08315613,SMARCA4
cg08316074,DNMT3A
cg08317252,STK11
cg08317738,CBFA2T3
cg08318018,ARHGEF12
cg08322234,MSI2
cg08324636,CTCF
cg08325898,NCOA2
cg08328535,MAPK1
cg08330778,TBX3
cg08332908,RARA
cg08334199,NFE2L2
cg08335767,HMGA1
cg08345246,CBFA2T3
cg08345465,FOXO3
cg08346078,FSTL3
cg08350119,DDX5
cg08350173,B2M
cg08350288,PAX7
cg08351911,CBFA2T3
cg08355301,CD79B
cg08355317,BTK
cg08356027,ASPSCR1
cg08356572,TRIM27
cg08356805,CBFA2T3
cg08358263,PRDM1
cg08359464,RPN1
cg08360771,KCNJ5
cg08362785,MKL1
cg08363193,PTEN
cg08364730,CREBBP
cg08369079,PRDM1
cg08369368,NSD1
cg08372350,CBFA2T3
cg08372680,AXIN1
cg08373403,CARD11
cg08373477,WHSC1
cg08375286,DAXX
cg08376016,NFKBIE
cg08380957,PPM1D
cg08383063,RB1
cg08384999,BCOR
cg08392199,LIFR
cg08395748,CTCF
cg08400424,ARHGAP26
cg08401836,HIST1H3B
cg08402433,CARD11
cg08402498,CREBBP
cg08402842,CYLD
cg08403428,NCOR2
cg08404201,TRIM27
cg08404702,TSC2
cg08405378,SMARCA4
cg08410179,IDH2
cg08413157,PTPRT
cg08415156,CBFA2T3
cg08415493,ESR1
cg08417804,ABL1
cg08418670,SH3GL1
cg08426369,BCL11A
cg08426823,MAML2
cg08428266,EGFR
cg08428486,BRAF
cg08428512,MYC
cg08430277,MYH11
cg08430680,TCF3
cg08433011,RUNX1
cg08437265,USP8
cg08443038,CBFA2T3
cg08443845,RUNX1
cg08444830,JUN
cg08446357,RABEP1
cg08446900,RARA
cg08451113,DEK
cg08452002,ZFHX3
cg08452338,WWTR1
cg08453194,CCND3
cg08457906,GNA11
cg08457980,AFF3
cg08459087,B2M
cg08463543,MITF
cg08464675,CBFA2T3
cg08468472,MAP2K2
cg08475576,MAF
cg08478447,CACNA1D
cg08478799,CAMTA1
cg08479571,TRRAP
cg08480458,CACNA1D
cg08481246,LMO1
cg08484668,ARID1B
cg08484992,CBFA2T3
cg08485187,DNMT3A
cg08487063,TLX1
cg08489512,FOXP1
cg08490445,SPOP
cg08491437,FUBP1
cg08492090,RSPO2
cg08493294,DNMT3A
cg08493338,AXIN1
cg08494390,AFF1
cg08494708,FOXO3
cg08498836,WWTR1
cg08499107,PRKACA
cg08500323,FLT4
cg08506924,CREBBP
cg08508325,CARS
cg08511485,MECOM
cg08512345,APC
cg08512490,ZFHX3
cg08513688,BCORL1
cg08521677,PER1
cg08526705,MYC
cg08530205,CUX1
cg08530497,TET2
cg08537652,PRDM16
cg08539090,CDKN2C
cg08541953,RPL22
cg08542396,PDE4DIP
cg08545132,BRD4
cg08547457,MDM2
cg08548070,FLT4
cg08548888,MYD88
cg08549332,CUX1
cg08549396,PAX7
cg08553284,CCND2
cg08553913,LASP1
cg08553950,SRC
cg08553999,MAF
cg08554462,BCL2
cg08558971,EZH2
cg08561667,ZNF331
cg08562099,MSI2
cg08565409,C2orf44
cg08567382,DAXX
cg08567913,ZBTB16
cg08569242,PRKAR1A
cg08571859,APC
cg08572565,NIN
cg08573574,PTPN11
cg08575049,FAT4
cg08575722,WT1
cg08577231,AXIN1
cg08578305,KRAS
cg08579465,RNF213
cg08580254,RARA
cg08582182,CUX1
cg08585669,ERBB2
cg08585782,TRRAP
cg08586426,LMO2
cg08587534,GNAS
cg08588479,TCF7L2
cg08590601,FLI1
cg08595102,RAC1
cg08596055,SS18L1
cg08603678,EIF3E
cg08604679,IKBKB
cg08606174,ASPSCR1
cg08610403,TERT
cg08610461,RPL5
cg08614574,BCOR
cg08614771,ARID1B
cg08614871,KLF6
cg08616585,CDH1
cg08621611,GRIN2A
cg08622041,GATA1
cg08623979,CSF3R
cg08625996,SND1
cg08627352,BCL11A
cg08629176,MSI2
cg08636115,PRDM16
cg08637389,HMGA1
cg08639339,SLC45A3
cg08640609,CAMTA1
cg08642716,PRDM16
cg08643005,TCF3
cg08644023,FAT4
cg08644106,MAP2K2
cg08644612,TNFAIP3
cg08644711,RB1
cg08647349,CAMTA1
cg08648566,SMARCA4
cg08649068,RARA
